state,year,month,registered_users,app_opens,source_path
Karnataka,2018,3,6372649,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2018\3.json
Karnataka,2018,4,8315802,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2018\4.json
Karnataka,2019,1,10266174,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2019\1.json
Karnataka,2019,2,11968087,113024811,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2019\2.json
Karnataka,2019,3,13635075,445683660,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2019\3.json
Karnataka,2019,4,15385416,569674870,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2019\4.json
Karnataka,2020,1,17016980,626488036,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2020\1.json
Karnataka,2020,2,18655366,490510075,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2020\2.json
Karnataka,2020,3,20487550,693683212,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2020\3.json
Karnataka,2020,4,22400182,935510690,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2020\4.json
Karnataka,2021,1,24095832,1084917385,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2021\1.json
Karnataka,2021,2,25751023,1051089714,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2021\2.json
Karnataka,2021,3,27614221,1366781087,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2021\3.json
Karnataka,2021,4,29459646,1941558513,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2021\4.json
Karnataka,2022,1,31200349,1727054045,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2022\1.json
Karnataka,2022,2,32831447,2065359837,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2022\2.json
Karnataka,2022,3,34493994,2148016434,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2022\3.json
Karnataka,2022,4,36081698,3011645011,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2022\4.json
Karnataka,2023,1,37681426,2498025288,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2023\1.json
Karnataka,2023,2,39122314,2521576765,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2023\2.json
Karnataka,2023,3,40634390,2284389284,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2023\3.json
Karnataka,2023,4,42031396,2565539566,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2023\4.json
Karnataka,2024,1,43668141,2186015502,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2024\1.json
Karnataka,2024,2,45290606,2195010418,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2024\2.json
Karnataka,2024,3,44548391,2731726058,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2024\3.json
Karnataka,2024,4,45917653,3091599006,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2024\4.json
Kerala,2018,1,784184,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2018\1.json
Kerala,2018,2,1066587,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2018\2.json
Kerala,2018,3,1347598,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2018\3.json
Kerala,2018,4,1757326,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2018\4.json
Kerala,2019,1,2136624,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2019\1.json
Kerala,2019,2,2550167,8673220,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2019\2.json
Kerala,2019,3,2990963,31471694,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2019\3.json
Kerala,2019,4,3503938,40046033,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2019\4.json
Kerala,2020,1,4078316,46396398,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2020\1.json
Kerala,2020,2,4728844,45832953,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2020\2.json
Kerala,2020,3,5582300,64309022,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2020\3.json
Kerala,2020,4,6387169,91415273,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2020\4.json
Kerala,2021,1,6936943,108918733,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2021\1.json
Kerala,2021,2,7416083,87814415,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2021\2.json
Kerala,2021,3,7949425,116282717,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2021\3.json
Kerala,2021,4,8473810,213542857,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2021\4.json
Kerala,2022,1,8972299,94047893,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2022\1.json
Kerala,2022,2,9442533,98876392,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2022\2.json
Kerala,2022,3,9933977,104565833,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2022\3.json
Kerala,2022,4,10382102,346981849,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2022\4.json
Kerala,2023,1,10822723,116395880,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2023\1.json
Kerala,2023,2,11237341,121310794,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2023\2.json
Kerala,2023,3,11669143,145044427,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2023\3.json
Kerala,2023,4,12084974,747303653,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2023\4.json
Kerala,2024,1,12553296,173276966,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2024\1.json
Kerala,2024,2,13008410,164717612,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2024\2.json
Kerala,2024,3,13271613,127705188,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2024\3.json
Kerala,2024,4,13689387,873737766,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\kerala\2024\4.json
Ladakh,2018,1,8784,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2018\1.json
Ladakh,2018,2,12918,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2018\2.json
Ladakh,2018,3,17749,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2018\3.json
Ladakh,2018,4,23883,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2018\4.json
Ladakh,2019,1,29649,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2019\1.json
Ladakh,2019,2,35516,157317,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2019\2.json
Ladakh,2019,3,39173,503126,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2019\3.json
Ladakh,2019,4,43108,470440,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2019\4.json
Ladakh,2020,1,47790,590484,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2020\1.json
Ladakh,2020,2,53034,695673,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2020\2.json
Ladakh,2020,3,58401,1015680,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2020\3.json
Ladakh,2020,4,64853,1232757,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2020\4.json
Ladakh,2021,1,69919,1184204,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2021\1.json
Ladakh,2021,2,75048,4391632,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2021\2.json
Ladakh,2021,3,81210,7099550,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2021\3.json
Ladakh,2021,4,87057,2665203,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2021\4.json
Ladakh,2022,1,92492,8902080,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2022\1.json
Ladakh,2022,2,97517,14768129,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2022\2.json
Ladakh,2022,3,102299,19734781,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2022\3.json
Ladakh,2022,4,106337,3832339,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2022\4.json
Ladakh,2023,1,110991,14522495,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2023\1.json
Ladakh,2023,2,115736,26285520,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2023\2.json
Ladakh,2023,3,120435,42636030,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2023\3.json
Ladakh,2023,4,124828,7108123,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2023\4.json
Ladakh,2024,1,130070,16503075,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2024\1.json
Ladakh,2024,2,134702,41355640,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2024\2.json
Ladakh,2024,3,194146,68575933,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2024\3.json
Ladakh,2024,4,193724,9881580,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\ladakh\2024\4.json
Lakshadweep,2018,1,501,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\1.json
Lakshadweep,2018,2,686,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\2.json
Lakshadweep,2018,3,918,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\3.json
Lakshadweep,2018,4,1156,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2018\4.json
Lakshadweep,2019,1,1416,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\1.json
Lakshadweep,2019,2,1747,4580,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\2.json
Lakshadweep,2019,3,2117,15038,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\3.json
Lakshadweep,2019,4,2427,17760,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2019\4.json
Lakshadweep,2020,1,2772,21982,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\1.json
Lakshadweep,2020,2,3187,29202,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\2.json
Lakshadweep,2020,3,3644,32128,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\3.json
Lakshadweep,2020,4,4179,41144,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2020\4.json
Lakshadweep,2021,1,4577,47283,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\1.json
Lakshadweep,2021,2,4896,40301,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\2.json
Lakshadweep,2021,3,5287,49127,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\3.json
Lakshadweep,2021,4,5638,67320,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2021\4.json
Lakshadweep,2022,1,5990,45410,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\1.json
Lakshadweep,2022,2,6327,38450,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\2.json
Lakshadweep,2022,3,6645,18111,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\3.json
Lakshadweep,2022,4,6961,72377,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2022\4.json
Lakshadweep,2023,1,7267,43821,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\1.json
Lakshadweep,2023,2,7585,90501,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\2.json
Lakshadweep,2023,3,7912,294406,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\3.json
Lakshadweep,2023,4,8225,924554,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2023\4.json
Lakshadweep,2024,1,8578,645375,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\1.json
Lakshadweep,2024,2,8895,683424,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\2.json
Lakshadweep,2024,3,11395,28226,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\3.json
Lakshadweep,2024,4,11769,1797824,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\lakshadweep\2024\4.json
Madhya Pradesh,2018,1,2553603,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\1.json
Madhya Pradesh,2018,2,3441662,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\2.json
Madhya Pradesh,2018,3,4309309,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\3.json
Madhya Pradesh,2018,4,5365442,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2018\4.json
Madhya Pradesh,2019,1,6414403,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\1.json
Madhya Pradesh,2019,2,7301172,50642151,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\2.json
Madhya Pradesh,2019,3,8180664,192353380,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\3.json
Madhya Pradesh,2019,4,9165241,237844976,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2019\4.json
Madhya Pradesh,2020,1,10151371,262452480,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\1.json
Madhya Pradesh,2020,2,11374423,253770044,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\2.json
Madhya Pradesh,2020,3,12564224,324850994,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\3.json
Madhya Pradesh,2020,4,13737947,405571446,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2020\4.json
Madhya Pradesh,2021,1,14839427,482500276,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\1.json
Madhya Pradesh,2021,2,15940935,727741649,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\2.json
Madhya Pradesh,2021,3,17210233,929572924,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\3.json
Madhya Pradesh,2021,4,18456243,956630781,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2021\4.json
Madhya Pradesh,2022,1,19656147,1678266475,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\1.json
Madhya Pradesh,2022,2,20766417,1902866132,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\2.json
Madhya Pradesh,2022,3,21884220,2026371749,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\3.json
Madhya Pradesh,2022,4,22913924,1388282818,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2022\4.json
Madhya Pradesh,2023,1,24002818,2588256407,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\1.json
Madhya Pradesh,2023,2,25042930,2945628722,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\2.json
Madhya Pradesh,2023,3,26109033,3495164168,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\3.json
Madhya Pradesh,2023,4,27078072,1780548760,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2023\4.json
Madhya Pradesh,2024,1,28238554,4395383187,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\1.json
Madhya Pradesh,2024,2,29324466,4877924433,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\2.json
Madhya Pradesh,2024,3,31764084,5313772854,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\3.json
Madhya Pradesh,2024,4,32876660,2492103990,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\madhya-pradesh\2024\4.json
Maharashtra,2018,1,6106994,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2018\1.json
Maharashtra,2018,2,8222371,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2018\2.json
Maharashtra,2018,3,10435033,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2018\3.json
Maharashtra,2018,4,13381602,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2018\4.json
Maharashtra,2019,1,16284451,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2019\1.json
Maharashtra,2019,2,18776975,109967705,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2019\2.json
Maharashtra,2019,3,21313081,439998413,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,4,23745297,543654112,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2019\4.json
Maharashtra,2020,1,26168390,615146568,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,2,28765086,506354812,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,3,31409513,668197101,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,4,34432631,952006770,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2020\4.json
Maharashtra,2021,1,37077537,1101976484,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2021\1.json
Maharashtra,2021,2,39664697,1208083592,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2021\2.json
Maharashtra,2021,3,42581217,1565370852,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2021\3.json
Maharashtra,2021,4,45482506,2031739248,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2021\4.json
Maharashtra,2022,1,48227630,2157769514,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2022\1.json
Maharashtra,2022,2,50802786,2492946019,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2022\2.json
Maharashtra,2022,3,53432602,2638663712,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2022\3.json
Maharashtra,2022,4,55954028,2982202696,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2022\4.json
Maharashtra,2023,1,58470784,3144152925,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2023\1.json
Maharashtra,2023,2,60766850,3363859330,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2023\2.json
Maharashtra,2023,3,63150997,3152984827,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2023\3.json
Maharashtra,2023,4,65422120,3694003155,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2023\4.json
Maharashtra,2024,1,68016876,3226964743,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2024\1.json
Maharashtra,2024,2,70597223,3406640277,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2024\2.json
Maharashtra,2024,3,69641161,4571320472,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2024\3.json
Maharashtra,2024,4,71807805,5042420660,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\maharashtra\2024\4.json
Manipur,2018,1,29925,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2018\1.json
Manipur,2018,2,46055,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2018\2.json
Manipur,2018,3,61935,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2018\3.json
Manipur,2018,4,82589,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2018\4.json
Manipur,2019,1,99527,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2019\1.json
Manipur,2019,2,117747,464829,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2019\2.json
Manipur,2019,3,136316,1594205,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2019\3.json
Manipur,2019,4,155358,1855488,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2019\4.json
Manipur,2020,1,177374,2175642,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2020\1.json
Manipur,2020,2,215496,3011491,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2020\2.json
Manipur,2020,3,258563,3552375,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2020\3.json
Manipur,2020,4,288772,3783432,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2020\4.json
Manipur,2021,1,312668,3709227,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2021\1.json
Manipur,2021,2,335409,7269002,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2021\2.json
Manipur,2021,3,361749,9743772,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2021\3.json
Manipur,2021,4,387746,7603294,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2021\4.json
Manipur,2022,1,411900,22637747,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2022\1.json
Manipur,2022,2,434563,26236900,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2022\2.json
Manipur,2022,3,457063,26011343,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2022\3.json
Manipur,2022,4,477292,12462732,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2022\4.json
Manipur,2023,1,498337,29419074,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2023\1.json
Manipur,2023,2,519799,14076037,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2023\2.json
Manipur,2023,3,541572,20694295,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2023\3.json
Manipur,2023,4,564130,25551545,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2023\4.json
Manipur,2024,1,589568,59758762,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2024\1.json
Manipur,2024,2,614446,59706780,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2024\2.json
Manipur,2024,3,596237,125520994,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2024\3.json
Manipur,2024,4,616995,32146128,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\manipur\2024\4.json
Meghalaya,2018,1,18513,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2018\1.json
Meghalaya,2018,2,26618,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2018\2.json
Meghalaya,2018,3,37281,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2018\3.json
Meghalaya,2018,4,49634,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2018\4.json
Meghalaya,2019,1,61487,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2019\1.json
Meghalaya,2019,2,74746,395764,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2019\2.json
Meghalaya,2019,3,87395,1387814,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2019\3.json
Meghalaya,2019,4,100030,1490542,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2019\4.json
Meghalaya,2020,1,113814,1716211,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2020\1.json
Meghalaya,2020,2,136211,2205253,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2020\2.json
Meghalaya,2020,3,157741,2384534,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2020\3.json
Meghalaya,2020,4,176447,2745917,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2020\4.json
Meghalaya,2021,1,190869,2939026,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2021\1.json
Meghalaya,2021,2,205686,7290804,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2021\2.json
Meghalaya,2021,3,223065,9952956,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2021\3.json
Meghalaya,2021,4,240268,6048594,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2021\4.json
Meghalaya,2022,1,255839,23634106,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2022\1.json
Meghalaya,2022,2,269943,27458992,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2022\2.json
Meghalaya,2022,3,283487,32596135,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2022\3.json
Meghalaya,2022,4,295322,10105924,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2022\4.json
Meghalaya,2023,1,308324,44686919,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2023\1.json
Meghalaya,2023,2,322382,47337234,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2023\2.json
Meghalaya,2023,3,336282,75055865,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2023\3.json
Meghalaya,2023,4,349330,30357626,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2023\4.json
Meghalaya,2024,1,365452,207128767,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2024\1.json
Meghalaya,2024,2,379342,204649032,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2024\2.json
Meghalaya,2024,3,548502,292472944,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2024\3.json
Meghalaya,2024,4,571272,44407767,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\meghalaya\2024\4.json
Mizoram,2018,1,7593,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\mizoram\2018\1.json
Mizoram,2018,2,10422,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\mizoram\2018\2.json
Mizoram,2018,3,14502,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\mizoram\2018\3.json
Mizoram,2018,4,19365,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\mizoram\2018\4.json
